ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
DE000A31C305,A31C30,"MYNARIC AG  NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A32VN83,A32VN8,"EPIGENOMICS AG NA ON KONV","Aktien Deutschland","Aktien Sonstige"
DE000A32VPT2,A32VPT,"DEUTSCHE POST NA O.N.NEUE","Aktien Deutschland","Aktien DAX"
DE000A3CMGM5,A3CMGM,"APONTIS PHARM. AG INH ON","Aktien Deutschland","Aktien Sonstige"
DE000A3CMGN3,A3CMGN,"HGEARS AG  INH O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3CNGM3,A3CNGM,"BIT GL.CRYPTO LEADERS R-I",Fonds,"Fonds Aktien"
DE000A3CNK42,A3CNK4,"ABOUT YOU HOLDING SE","Aktien Deutschland","Aktien Sonstige"
DE000A3CQ7F4,A3CQ7F,"BIKE24 HLDG O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3CRRN9,A3CRRN,"CHERRY AG  O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3CSAE2,A3CSAE,"MISTER SPEX SE INH O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3CY8Q9,A3CY8Q,"HAAS INVEST4 INNOVATION S",Fonds,"Fonds Aktien"
DE000A3DRAE2,A3DRAE,"SMT SCHARF AG NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3E00M1,A3E00M,"IONOS GROUP SE NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3E5A59,A3E5A5,"SYNBIOTIC SE  NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3E5C40,A3E5C4,"4SC AG INH. O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3E5D56,A3E5D5,"FUCHS PETROLUB NA ST O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3E5D64,A3E5D6,"FUCHS PETROLUB VZO NA ON","Aktien Deutschland","Aktien MDAX"
DE000A3E5E55,A3E5E5,"RINGMETALL AG  NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3E5ED2,A3E5ED,"VEGANZ GROUP AG INH. O.N.","Aktien Europa","Aktien Europa Select"
DE000A3H2101,A3H210,"AAP IMPLANTATE AG KONV.","Aktien Deutschland","Aktien Sonstige"
DE000A3H2135,A3H213,"BINECT AG  INH O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3H2200,A3H220,"NAGARRO SE  NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000A3H2333,A3H233,"HAMBORNER REIT AG NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000A3H3L44,A3H3L4,"2INVEST AG  NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000A3H3LL2,A3H3LL,"VANTAGE TOWERS AG NA O.N.","Aktien Deutschland","Aktien MDAX"
DE000BASF111,BASF11,"BASF AG O.N.","Aktien Deutschland","Aktien DAX"
DE000BAY0017,BAY001,"BAYER AG O.N.","Aktien Deutschland","Aktien DAX"
DE000BFB0019,BFB001,"METRO AG   ST O.N.","Aktien Deutschland","Aktien SDAX"
DE000BFB0027,BFB002,"METRO AG INHABER-VORZUGSAKT. O.ST.O.N.","Aktien Deutschland","Aktien Sonstige"
DE000CBK1001,CBK100,"COMMERZBANK AG","Aktien Deutschland","Aktien DAX"
DE000DK2CDS0,DK2CDS,DEKA-DIVID.STRATEG.CF(A),Fonds,"Fonds Aktien"
DE000DNA10X3,DNA10X,"10XDNA-DISRUPT.TECHNOL. R",Fonds,"Fonds Aktien"
DE000DTR0CK8,DTR0CK,"DAIMLER TRUCK HLDG JGE NA","Aktien Deutschland","Aktien DAX"
DE000DWS1007,DWS100,"DWS GROUP GMBH+CO.KGAA ON","Aktien Deutschland","Aktien SDAX"
DE000EASY306,EASY30,"EASYFOLIO 30",Fonds,"Fonds Misch"
DE000EASY504,EASY50,"EASYFOLIO 50",Fonds,"Fonds Misch"
DE000EASY702,EASY70,"EASYFOLIO 70",Fonds,"Fonds Misch"
DE000ENAG999,ENAG99,"E.ON SE","Aktien Deutschland","Aktien DAX"
DE000ENER6Y0,ENER6Y,"SIEMENS ENERGY AG NA O.N.","Aktien Deutschland","Aktien DAX"
DE000EVNK013,EVNK01,"EVONIK AG","Aktien Deutschland","Aktien MDAX"
DE000FPH9000,FPH900,FRANCOTYP,"Aktien Deutschland","Aktien Sonstige"
DE000FTG1111,FTG111,"FLATEXDEGIRO AG NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000HAG0005,HAG000,"HENSOLDT AG INH O.N.","Aktien Deutschland","Aktien SDAX"
DE000HLAG475,HLAG47,"HAPAG-LLOYD AG NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000JST4000,JST400,"JOST WERKE AG INH.   O.N.","Aktien Deutschland","Aktien SDAX"
DE000KBX1006,KBX100,"KNORR-BREMSE AG  INH O.N.","Aktien Deutschland","Aktien MDAX"
DE000KC01000,KC0100,"KLOECKNER + CO SE NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000KGX8881,KGX888,"KION GROUP AG","Aktien Deutschland","Aktien MDAX"
DE000KSAG888,KSAG88,"K+S AG","Aktien Deutschland","Aktien MDAX"
DE000LEG1110,LEG111,"LEG IMMOBILIEN AG","Aktien Deutschland","Aktien MDAX"
DE000NWRK013,NWRK01,"NEW WORK SE  NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000PAG9113,PAG911,"DR.ING.H.C.F.PORSCHE VZOI","Aktien Deutschland","Aktien DAX"
DE000PAH0038,PAH003,"PORSCHE AUTOM.HLDG VZO","Aktien Deutschland","Aktien DAX"
DE000PAT1AG3,PAT1AG,"PATRIZIA AG NA ON","Aktien Deutschland","Aktien SDAX"
DE000PSM7770,PSM777,"PROSIEBENSAT.1  NA O.N.","Aktien Deutschland","Aktien MDAX"
DE000SAFH001,SAFH00,"SAF-HOLLAND SE  INH EO 1","Aktien Deutschland","Aktien SDAX"
DE000SHA0159,SHA015,"SCHAEFFLER AG INH. VZO","Aktien Deutschland","Aktien SDAX"
DE000SHL1006,SHL100,"SIEMENS HEALTH.AG NA O.N.","Aktien Deutschland","Aktien DAX"
DE000STAB1L8,STAB1L,"STABILUS SE INH. O.N.","Aktien Deutschland","Aktien MDAX"
DE000STRA555,STRA55,"STRATEC SE  NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000SYM9999,SYM999,"SYMRISE AG INH. O.N.","Aktien Deutschland","Aktien DAX"
DE000TLX1005,TLX100,"TALANX AG NA O.N.","Aktien Deutschland","Aktien MDAX"
DE000TRAT0N7,TRAT0N,"TRATON SE   INH O.N.","Aktien Deutschland","Aktien Sonstige"
DE000TUAG505,TUAG50,"TUI AG NA O.N. KONV.","Aktien Deutschland","Aktien Sonstige"
DE000UNSE018,UNSE01,"UNIPER SE  NA O.N.","Aktien Deutschland","Aktien Sonstige"
DE000VTSC017,VTSC01,"VITESCO TECHS GRP NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000WACK012,WACK01,"WACKER NEUSON SE NA O.N.","Aktien Deutschland","Aktien SDAX"
DE000WAF3001,WAF300,"SILTRONIC AG NA O.N.","Aktien Deutschland","Aktien MDAX"
DE000WCH8881,WCH888,"WACKER CHEMIE        O.N.","Aktien Deutschland","Aktien MDAX"
DE000WNDL300,WNDL30,"WINDELN.DE SE INH O.N.","Aktien Deutschland","Aktien Sonstige"
DE000ZAL1111,ZAL111,"ZALANDO SE","Aktien Deutschland","Aktien DAX"
DE000ZEAL241,ZEAL24,"ZEAL NETWORK SE NA O.N.","Aktien Deutschland","Aktien SDAX"
DK0010181676,854095,"CARLSBERG A/S NAM. A DK20","Aktien Europa","Aktien Europa Select"
DK0010181759,861061,CARLSBERG,"Aktien Europa","Aktien Europa Select"
DK0010201102,890262,"COPENHAGEN AIRPORTS A-S","Aktien Europa","Aktien Europa Select"
DK0010218429,871970,"BANG+OLUFSEN NAM.    DK 5","Aktien Europa","Aktien Europa Select"
DK0010219153,889488,"ROCKWOOL INTERNATIONAL A/S","Aktien Europa","Aktien Europa Select"
DK0010234467,860885,"SMITH FIELDS","Aktien Europa","Aktien Europa Select"
DK0010237643,910543,"PARKEN SPORT NAM.   DK 20","Aktien Europa","Aktien Europa Select"
DK0010244425,861929,"A.P.MOLLER-MAERSK A/S NAVNE-AKTIER A DK 1000","Aktien Europa","Aktien Europa Select"
DK0010244508,861837,"A.P. MOELLER - MAERSK","Aktien Europa","Aktien Europa Select"
DK0010267129,939166,"RTX A/S          NAM DK 5","Aktien Europa","Aktien Europa Select"
DK0010268366,914335,"COLUMBUS A/S NAM. DK 1, 25","Aktien Europa","Aktien Europa Select"
DK0010272202,565131,GENMAB,"Aktien Europa","Aktien Europa Select"
DK0010272632,854734,"GN STORE NORD A/S","Aktien Europa","Aktien Europa Select"
DK0010274414,850857,"DEN DANSKE BANK","Aktien Europa","Aktien Europa Select"
DK0010274844,A0BLGA,"SOLAR B","Aktien Europa","Aktien Europa Select"
DK0010287663,861226,"NKT A/S NAVNE-AKTIER DK 20","Aktien Europa","Aktien Europa Select"
DK0010307958,A0DKMP,"JYSKE BANK","Aktien Europa","Aktien Europa Select"
DK0010311471,A0D9FT,"SYDBANK A/S","Aktien Europa","Aktien Europa Select"
DK0015250344,886785,"ALM. BRAND A/S NAM. DK 10","Aktien Europa","Aktien Europa Select"
DK0015998017,917165,"BAVARIAN NORDIC A/S","Aktien Europa","Aktien Europa Select"
DK0060036564,A0HDE3,"SPAR NORD BANK NAM. DK 10","Aktien Europa","Aktien Europa Select"
DK0060055861,A0MS80,"CHEMOMETEC AS        DK 1","Aktien Europa","Aktien Europa Select"
DK0060079531,A0MRDY,"DSV PANALPINA BONUS-AKT.","Aktien Europa","Aktien Europa Select"
DK0060083210,A0MQ8K,"NORDEN A-S","Aktien Europa","Aktien Europa Select"
DK0060094928,A0NBLH,"ORSTED A/S          DK 10","Aktien Europa","Aktien Europa Select"
DK0060124691,A0NB6E,"GABRIEL HOLD. NAM. DK 20","Aktien Europa","Aktien Europa Select"
DK0060227585,A1CZWD,"CHR HANSEN","Aktien Europa","Aktien Europa Select"
DK0060252690,A1C6JV,PANDORA,"Aktien Europa","Aktien Europa Select"
DK0060257814,A0YJW7,"ZEALAND PHARMA A-S","Aktien Europa","Aktien Europa Select"
DK0060336014,A1JP9Y,"NOVOZYMES A/S NAM. B DK 2","Aktien Europa","Aktien Europa Select"
DK0060448595,A1KAGC,COLOPLAST,"Aktien Europa","Aktien Europa Select"
DK0060477263,A1T85G,"ASETEK A/S        DK -, 10","Aktien Europa","Aktien Europa Select"
DK0060477503,A1JYUM,"TOPDANMARK AS NAM.   DK 1","Aktien Europa","Aktien Europa Select"
DK0060495240,A1WZM4,"SIMCORP A/S","Aktien Europa","Aktien Europa Select"
DK0060497295,A1W023,"MATAS A/S","Aktien Europa","Aktien Europa Select"
DK0060534915,A1XA8R,"NOVO NORDISK","Aktien Europa","Aktien Europa Select"
DK0060542181,A1XE8F,"ISS A/S","Aktien Europa","Aktien Europa Select"
DK0060580512,A14MS1,"NNIT A/S NAM.       DK 10","Aktien Europa","Aktien Europa Select"
DK0060634707,A14R8E,"ROYAL UNIBREW NAM.   DK 2","Aktien Europa","Aktien Europa Select"
DK0060636678,A14S5W,"TRYG AS NAM.","Aktien Europa","Aktien Europa Select"
DK0060655629,A140P3,"DFDS A/S  INDEHAV.  DK 20","Aktien Europa","Aktien Europa Select"
DK0060696300,A2AD2Q,"SCANDINAVIAN TOBACCO","Aktien Europa","Aktien Europa Select"
DK0060700516,A2AD7T,"PER AARSLEFF HLD NA B DK2","Aktien Europa","Aktien Europa Select"
DK0060738599,A2AKB9,"DEMANT AS A        DK 0, 2","Aktien Europa","Aktien Europa Select"
DK0060907293,A2GSX8,"NILFIS HLDG A/S     DK 20","Aktien Europa","Aktien Europa Select"
DK0060910917,A2H7EV,"ORPHAZYME A/S  DK 1","Aktien Europa","Aktien Europa Select"
DK0060946788,A2JAHY,"AMBU A/S NAM. B DK -, 50","Aktien Europa","Aktien Europa Select"
DK0060952919,A2JM5M,"NETCOMPANY GROUP      DK1","Aktien Europa","Aktien Europa Select"
DK0061141215,A2PLD8,"NEUROSEARCH AS NAM. DK 20","Aktien Europa","Aktien Europa Select"
DK0061155785,A2PVKE,"ASTRALIS GROUP A/S DK-, 01","Aktien Europa","Aktien Europa Select"
DK0061414711,A2QGNH,"EVERFUEL A/S    DK -, 10","Aktien Europa","Aktien Europa Select"
DK0061539921,A3CMNS,"VESTAS WIND SYS. DK -, 20","Aktien Europa","Aktien Europa Select"
DK0061802139,A3DHX9,"ALK-ABELLO AS    DK -, 50","Aktien Europa","Aktien Europa Select"
DK0061804697,A3DMBU,"H. LUNDBECK A/S NAM. A","Aktien Europa","Aktien Europa Select"
DK0061804770,A3DMBV,"H. LUNDBECK A/S NAM. B","Aktien Europa","Aktien Europa Select"
EE0000001105,590308,"TALLINNA KAUBAM.GP EO-, 40","Aktien Europa","Aktien Europa Select"
EE3100001751,A0DKXK,"SILVANO FASHION GR.EO 0, 1","Aktien Europa","Aktien Europa Select"
EE3100003443,132962,"AS TRIGON PPTY DEV. O.N.","Aktien Europa","Aktien Europa Select"
EE3100004250,913978,"AS HARJU ELEKTER  EO 0, 63","Aktien Europa","Aktien Europa Select"
EE3100004466,A0HNKY,"AS TALLINK GRUPP     O.N.","Aktien Europa","Aktien Europa Select"
EE3100006040,579797,"PRO KAPITAL GRUPP EO 0, 20","Aktien Europa","Aktien Europa Select"
EE3100007857,A1C7HT,"COOP PANK           O.N.","Aktien Europa","Aktien Europa Select"
EE3100016965,A0MNR0,"AS EKSPRESS GRUPP EO 0, 60","Aktien Europa","Aktien Europa Select"
EE3100019753,A3CSK2,"SAUNUM GROUP AS    EO 0, 1","Aktien Europa","Aktien Europa Select"
EE3100021635,A2JNCS,"TALLINNA SADAM AS     EO1","Aktien Europa","Aktien Europa Select"
EE3100026436,A0EQ97,"AS TALLINNA VESI A EO 0, 6","Aktien Europa","Aktien Europa Select"
EE3100034653,A0MUFV,"ARCO VARA AS      EO 0, 70","Aktien Europa","Aktien Europa Select"
EE3100039496,A0JM3V,"NORDECON AS          O.N.","Aktien Europa","Aktien Europa Select"
EE3100060344,A2AKWT,"LINDA NEKTAR AS      EO 1","Aktien Europa","Aktien Europa Select"
EE3100073438,A3DHQU,"TEXTMAGIC AS","Aktien Europa","Aktien Europa Select"
EE3100075888,A3CTN8,"ELMO RENT AS      EO-, 10","Aktien Europa","Aktien Europa Select"
EE3100076407,A3CTYE,"BERCMAN TECHS     EO -, 10","Aktien Europa","Aktien Europa Select"
EE3100082306,A3C8NA,"HEPSOR AS         EO 1","Aktien Europa","Aktien Europa Select"
EE3100088402,A3DB96,"HAGEN BIKES HLDG  EO -, 10","Aktien Europa","Aktien Europa Select"
EE3100092503,A0M0ZB,"NORDIC FIBREBOARD EO -, 60","Aktien Europa","Aktien Europa Select"
EE3100092792,A3DDYU,"AIROBOT TECH.AS  EO -, 10","Aktien Europa","Aktien Europa Select"
EE3100096140,A3DK0C,"ROBUS GROUP AS  EO -, 60","Aktien International","Aktien International"
EE3100096884,A3DN6R,"CLEVERON MOBILITY EO -, 10","Aktien Europa","Aktien Europa Select"
EE3100098328,A0Q639,"MERKO EHITUS (ASUT.) O.N.","Aktien Europa","Aktien Europa Select"
EE3100101031,A0RE04,"PRFOODS A.S.      EO 0, 20","Aktien Europa","Aktien Europa Select"
EE3100102203,A3DQGJ,"AS LHV GROUP      EO -, 10","Aktien International","Aktien International"
EE3100137985,A3C5QF,"ENEFIT GREEN AS","Aktien Europa","Aktien Europa Select"
EE3100145616,A2PH52,"BALTIKA AS         EO 0, 1","Aktien International","Aktien International"
ES0105015012,A1XFFA,"LAR ESP.RE.EST.SOCIMI EO2","Aktien Europa","Aktien Europa Select"
ES0105022000,A112NF,"APPLUS SERVICES SA EO-, 10","Aktien Europa","Aktien Europa Select"
ES0105025003,A116WC,"MERLIN PPTYS SOCIMI  EO 1","Aktien Europa","Aktien Europa Select"
ES0105027009,A117Q0,"C.D.DIS.INT.LOG.HD.EO-, 20","Aktien Europa","Aktien Europa Select"
ES0105029005,A14MDC,"FACEPHI BIOMETRIA  EO-, 04","Aktien Europa","Aktien Europa Select"
ES0105043006,A14SCM,"NATURHOUSE HEALTH  EO-, 05","Aktien Europa","Aktien Europa Select"
ES0105046009,A12D3A,AENA,"Aktien Europa","Aktien Europa Select"
ES0105065009,A14SE5,"TALGO S.A.      EO -, 301","Aktien Europa","Aktien Europa Select"
ES0105066007,A14RZD,"CELLNEX TELECOM SAU","Aktien Europa","Aktien Europa Select"
ES0105079000,A14WGE,"GRENERGY RENOVALBL.EO-, 15","Aktien Europa","Aktien Europa Select"
ES0105089009,A2JRNJ,"LLEIDANETWORKS SE  EO-, 02","Aktien Europa","Aktien Europa Select"
ES0105118006,A2PQSS,"QUADPACK INDUSTRIES EO 1","Aktien Europa","Aktien Europa Select"
ES0105122024,A2JSF7,"METROVACESA S.A.   EO 7, 2","Aktien Europa","Aktien Europa Select"
ES0105130001,A2AHZ3,"GLOBAL DOM.ACCESS EO-, 125","Aktien Europa","Aktien Europa Select"
ES0105148003,A2JJ74,"ATRYS HEALTH S.A.  EO-, 01","Aktien Europa","Aktien Europa Select"
ES0105223004,A2DNEE,"GESTAMP AUTOMOCION EO-, 50","Aktien Europa","Aktien Europa Select"
ES0105229001,A2DLP6,"PROSEGUR CASH 144A EO-, 02","Aktien Europa","Aktien Europa Select"
ES0105251005,A2DNJB,"NEINOR HOMES SA EO 10","Aktien Europa","Aktien Europa Select"
ES0105287009,A2DXN6,"AEDAS HOMES S.A. EO 1","Aktien Europa","Aktien Europa Select"
ES0105375002,A2N7CV,"AMREST HOLDINGS SE EO-, 1","Aktien Europa","Aktien Europa Select"
ES0105376000,A2N7WN,"ARIMA REAL EST.SOC. EO 10","Aktien Europa","Aktien Europa Select"
ES0105456026,A2PWA0,"HOLALUZ-CLIDOM SA EO 0, 03","Aktien Europa","Aktien Europa Select"
ES0105513008,A2QFYY,"SOLTEC POWER HOLD. EO-, 25","Aktien Europa","Aktien Europa Select"
ES0105536009,A3CYXJ,"KTESIOS REAL EST.SOC.EO10","Aktien Europa","Aktien Europa Select"
ES0105546008,A3CNQZ,"LINEA DIRECTA A.  EO-, 04","Aktien Europa","Aktien Europa Select"
ES0105548004,A3CM95,"GRUPO ECOENER     EO -, 32","Aktien Europa","Aktien Europa Select"
ES0105563003,A3CS39,"CORPORACION A.E.R.   EO 1","Aktien Europa","Aktien Europa Select"
ES0105589008,A3CT9Q,"ENDURANCE MOTIVE  EO -, 02","Aktien Europa","Aktien Europa Select"
ES0105611000,A3DE96,"SINGULAR PEOPLE S   EO-, 1","Aktien Europa","Aktien Europa Select"
ES0105618005,A3DHK4,"VYTRUS BIOTECH    EO -, 01","Aktien Europa","Aktien Europa Select"
ES0105630315,A0J2ML,"CIE AUTOMOTIVE INH.EO-, 25","Aktien Europa","Aktien Europa Select"
ES0105634002,A3DGQ9,"ENERSIDE ENERGY   EO -, 01","Aktien Europa","Aktien Europa Select"
ES0109067019,A1CXN0,AMADEUS,"Aktien Europa","Aktien Europa Select"
ES0109260531,870369,"AMPER SA NOM.     EO 0, 05","Aktien Europa","Aktien Europa Select"
ES0109427734,A0EAK5,"ATRESMED.C.D.M.D.C.EO-, 75","Aktien Europa","Aktien Europa Select"
ES0109429037,A0LG7Y,"ISPD NETWORK INH. EO-, 055","Aktien Europa","Aktien Europa Select"
ES0112320009,A1JA99,"CATENON SA INH.    EO-, 02","Aktien Europa","Aktien Europa Select"
ES0112501012,914506,"EBRO FOODS NOM. EO -, 60","Aktien Europa","Aktien Europa Select"
ES0113211835,875773,"BCO BILBAO VIZ.ARG.","Aktien Europa","Aktien Europa Select"
ES0113679I37,A0MW33,BANKINTER,"Aktien Europa","Aktien Europa Select"
ES0113860A34,A0MRD4,"BCO DE SABADELL","Aktien Europa","Aktien Europa Select"
ES0113900J37,858872,"BANCO SANTANDER","Aktien Europa","Aktien Europa Select"
ES0114820113,A0H1NM,VOCENTO,"Aktien Europa","Aktien Europa Select"
ES0116870314,853598,"NATURGY ENERGY  INH. EO 1","Aktien Europa","Aktien Europa Select"
ES0116920333,A0J36C,"GRUPO CATALANA NOM.EO-, 30","Aktien Europa","Aktien Europa Select"
ES0117160111,860823,"CORP. FIN. ALBA INH. EO 1","Aktien Europa","Aktien Europa Select"
ES0118594417,873570,"INDRA SISTEMAS INH.EO 0, 2","Aktien Europa","Aktien Europa Select"
ES0118900010,A0DKZZ,"FERROVIAL S.A.INH. EO-, 20","Aktien Europa","Aktien Europa Select"
ES0119037010,A0MNAP,"CLINICA BAVIERA SA EO-, 10","Aktien Europa","Aktien Europa Select"
ES0121975009,A2DFYS,"CONSTR.AUX.FERR. INH.","Aktien Europa","Aktien Europa Select"
ES0122060314,883790,"FOMENT.CON.CONTR.INH.EO 1","Aktien Europa","Aktien Europa Select"
ES0124244E34,A0LCRN,"MAPFRE S.A. NOM.  EO -, 10","Aktien Europa","Aktien Europa Select"
ES0125140A14,A0YBXV,"ERCROS SA INH.    EO 0, 30","Aktien Europa","Aktien Europa Select"
ES0125220311,865629,"ACCIONA SA INH.    EO 1","Aktien Europa","Aktien Europa Select"
ES0126501131,911377,"ALANTRA PARTN.SA INH.EO 3","Aktien Europa","Aktien Europa Select"
ES0126775032,A1JBEM,"DISTRIB.INTL DE A.EO 0, 01","Aktien Europa","Aktien Europa Select"
ES0127797019,A0Q249,"EDP RENOVAVEIS       EO 5","Aktien Europa","Aktien Europa Select"
ES0129743318,A0Q6GA,"ELECNOR INH.       EO-, 10","Aktien Europa","Aktien Europa Select"
ES0130625512,A0MQWE,"ENCE ENERGIA+CELUL.EO-, 90","Aktien Europa","Aktien Europa Select"
ES0130670112,871028,ENDESA,"Aktien Europa","Aktien Europa Select"
ES0130960018,662211,ENAGAS,"Aktien Europa","Aktien Europa Select"
ES0132105018,A0B7GP,"ACERINOX SA NOM.  EO -, 25","Aktien Europa","Aktien Europa Select"
ES0132945017,861378,"TUBACEX INH.      EO 0, 45","Aktien Europa","Aktien Europa Select"
ES0134950F36,A0MKAC,"FAES FARMA INH.    EO-, 10","Aktien Europa","Aktien Europa Select"
ES0136463017,A0HNCA,"AUDAX RENOVABLES  EO 0, 10","Aktien Europa","Aktien Europa Select"
ES0137650018,A0MZNB,"FLUIDRA S.A. INH.    EO 1","Aktien Europa","Aktien Europa Select"
ES0139140174,A2ANXU,"INMOBILIARIA COLONIAL S.A.","Aktien Europa","Aktien Europa Select"
ES0140609019,A0MZR4,CAIXABANK,"Aktien Europa","Aktien Europa Select"
ES0141571192,A2DUYH,"GENERAL DE ALQUI.    EO 1","Aktien Europa","Aktien Europa Select"
ES0142090317,882667,"OBRASCON INH.     EO 0, 25","Aktien Europa","Aktien Europa Select"
ES0144580Y14,A0M46B,IBERDROLA,"Aktien Europa","Aktien Europa Select"
ES0147561015,910980,"IBERP.GESTION INH.EO 0, 60","Aktien Europa","Aktien Europa Select"
ES0148396007,A11873,"INDITEX INH.      EO 0, 03","Aktien Europa","Aktien Europa Select"
ES0152503035,A0B53D,"MEDIASET ESPANA EO -, 50","Aktien Europa","Aktien Europa Select"
ES0157097017,A0MU8Y,"ALMIRALL S.A.     EO -, 12","Aktien Europa","Aktien Europa Select"
ES0157261019,A0M0GQ,"LABORATORIOS FARMACEUT.","Aktien Europa","Aktien Europa Select"
ES0161560018,853615,"NH HOTEL GROUP SA NOM.EO2","Aktien Europa","Aktien Europa Select"
ES0164180012,903133,"MIQ.COS.MIQ.INH. EO 2","Aktien Europa","Aktien Europa Select"
ES0165359029,A140EW,"LABORATORIO REIG J.EO 0, 5","Aktien Europa","Aktien Europa Select"
ES0165386014,A0MU98,"SOLARIA ENERGIA Y M.EO-01","Aktien Europa","Aktien Europa Select"
ES0167050915,A0CBA2,"ACS, ACT.CO.SER.INH.EO-, 50","Aktien Europa","Aktien Europa Select"
ES0167733015,A2ACV2,"ORYZON GENOMICS SA EO-, 05","Aktien Europa","Aktien Europa Select"
ES0169350016,876639,"PESCANOVA SA INH.    EO 6","Aktien Europa","Aktien Europa Select"
ES0169501022,A2P9YT,"PHARMA MAR S.A. EO -, 60","Aktien Europa","Aktien Europa Select"
ES0170884417,A0JEEH,"PRIM SA INH.       EO-, 25","Aktien Europa","Aktien Europa Select"
ES0171743901,A14TF0,"PROMOTORA D.IN. A EO 0, 10","Aktien Europa","Aktien Europa Select"
ES0171996087,A2ABUQ,"GRIFOLS SA INH. A  EO-, 25","Aktien Europa","Aktien Europa Select"
ES0172708234,A1W97D,"GR.EZENTIS SA INH. EO-, 30","Aktien Europa","Aktien Europa Select"
ES0173093024,A2ANA3,"RED ELECTRICA CORP.EO-, 50","Aktien Europa","Aktien Europa Select"
ES0173358039,A0Q5CB,"RENTA 4 BANCO     EO -, 45","Aktien Europa","Aktien Europa Select"
ES0173516115,876845,"REPSOL YPF","Aktien Europa","Aktien Europa Select"
ES0173908015,A0MUDW,"REALIA BUSIN. INH. EO-, 24","Aktien Europa","Aktien Europa Select"
ES0175438003,A1J0XW,"PROSEGUR NOM.     EO -, 06","Aktien Europa","Aktien Europa Select"
ES0176252718,901347,"MELIA HOTELS INTL EO -, 20","Aktien Europa","Aktien Europa Select"
ES0177542018,A1H6AJ,INTERN.CONS.AIRL.GR.,"Aktien Europa","Aktien Europa Select"
ES0178165017,A0J3MX,"TECNICAS REUNIDAS EO -, 10","Aktien Europa","Aktien Europa Select"
ES0178430E18,850775,"TELEFONICA INH.      EO 1","Aktien Europa","Aktien Europa Select"
ES0180907000,A1W97N,"UNICAJA BANCO NOM. EO 1","Aktien Europa","Aktien Europa Select"
ES0180918015,A0X9FH,"GRUPO EMPRES. SAN JOSE","Aktien Europa","Aktien Europa Select"
ES0182870214,853624,"SACYR S.A. INH.      EO 1","Aktien Europa","Aktien Europa Select"
ES0183304080,A2QJQ9,"SQUIRREL MEDIA S.A.","Aktien Europa","Aktien Europa Select"
ES0183746314,873772,"VIDRALA SA INH.   EO 1, 02","Aktien Europa","Aktien Europa Select"
ES0184262212,872335,"VISCOFAN SA  INH. EO 0, 70","Aktien Europa","Aktien Europa Select"
FI0009000103,906681,"ALANDSBANKEN A","Aktien Europa","Aktien Europa Select"
FI0009000202,884884,KESKO,"Aktien Europa","Aktien Europa Select"
FI0009000251,870557,"STOCKMANN OYJ B      EO 2","Aktien Europa","Aktien Europa Select"
FI0009000277,870798,"TIETO OYJ","Aktien Europa","Aktien Europa Select"
FI0009000400,871059,"FISKARS OY","Aktien Europa","Aktien Europa Select"
FI0009000459,870740,Huhtamaeki,"Aktien Europa","Aktien Europa Select"
FI0009000665,876917,"METSAE BOARD OYJ B EO1, 70","Aktien Europa","Aktien Europa Select"
FI0009000681,870737,"NOKIA CORP. EO-, 06","Aktien Europa","Aktien Europa Select"
FI0009002158,897947,"UPONOR OYJ","Aktien Europa","Aktien Europa Select"
FI0009002422,885421,OUTOKUMPU,"Aktien Europa","Aktien Europa Select"
FI0009002943,899738,"RAISIO OYJ V","Aktien Europa","Aktien Europa Select"
FI0009003230,891823,"FINNAIR OYJ        EO-, 85","Aktien Europa","Aktien Europa Select"
FI0009003305,881463,SAMPO,"Aktien Europa","Aktien Europa Select"
FI0009003503,886255,"APETIT OYJ           EO 2","Aktien Europa","Aktien Europa Select"
FI0009003727,881050,WARTSILA,"Aktien Europa","Aktien Europa Select"
FI0009004741,905716,"RAUTE OY A           EO 2","Aktien Europa","Aktien Europa Select"
FI0009004824,893079,KEMIRA,"Aktien Europa","Aktien Europa Select"
FI0009005078,902564,"PONSSE             EO-, 25","Aktien Europa","Aktien Europa Select"
