ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
LU1965301184,A2PKUK,"OSSIAM US STEEPER UE1CDL",ETFs,"ETFs Sonstige Bonds"
LU1971906802,A2PGD1,"U.E.-E.STX50 E.U.ETF AEOD",ETFs,"ETFs EuroStoxx"
LU1974693662,A2PGQR,"UBS-J.P.M.GL.G. ADLA",ETFs,"ETFs Sonstige Bonds"
LU1974695790,A2PGQ8,"UBS-J.P.M.DL EM ADLA",ETFs,"ETFs Sonstige Bonds"
LU1974696418,A2PGRF,"UBS-J.P.M.DL EM H AEOA",ETFs,"ETFs Sonstige Bonds"
LU1981859819,LYX0X6,"MUL-LYX.G.BD ESG S.DR ACC",ETFs,"ETFs Sonstige Bonds"
LU2008760592,A2PP8B,"BNP PE-EO CBSFF 13Y U.ETF",ETFs,"ETFs Sonstige Bonds"
LU2008761053,A2PP8C,"BNP PE-EOCBSFF 1-5Y U.ETF",ETFs,"ETFs Sonstige Bonds"
LU2008763935,A2PP8E,"BNP PE-F.E/N.DEXUKG U.ETF",ETFs,"ETFs Branchen"
LU2009147591,DBX00R,"XTRII-EOZGOVTBD 2CHDLA",ETFs,"ETFs Europa Bonds"
LU2009202107,LYX99G,"MUL-L.MSCI E.MK.EX C.DL A",ETFs,"ETFs Emerging Markets"
LU2018762653,LYX00G,"MUL-L.US C.S.2 EOA",ETFs,"ETFs Sonstige Bonds"
LU2023678282,LYX0ZG,"LIF-DIS.TEC.ETF DLA",ETFs,"ETFs Branchen"
LU2023678449,LYX0ZL,"LIF-MILLEN.ETF DLA",ETFs,"ETFs Branchen"
LU2023678878,LYX0ZH,"LIF-DIG.EC.ETF DLA",ETFs,"ETFs Branchen"
LU2023679090,LYX0ZJ,"LIF-FUT.MOB.ETF DLA",ETFs,"ETFs Branchen"
LU2023679256,LYX0ZK,"LIF-SM.CIT.ETF DLA",ETFs,"ETFs Branchen"
LU2037748345,A2PN77,"AIS-AM.SMRT CITY UETFEOUA",ETFs,"ETFs Branchen"
LU2037748774,A2PQEM,"AIS-EO SRI 0-3 ETF DR EOA",ETFs,"ETFs Europa Bonds"
LU2037749152,A2PP4C,"AMUNDI IS-A.P.US C.UEDRDL",ETFs,"ETFs Sonstige Bonds"
LU2037749822,A2PN78,"AIS-AM.SMRT FCTY UETFEOUA",ETFs,"ETFs Branchen"
LU2037750168,A2PSY7,"AIS-A.IN.BR.IN.DL10Y UEDR",ETFs,"ETFs Sonstige Bonds"
LU2055175025,LYX0ZR,"MUL-L.M.U.C.C.E DLA",ETFs,"ETFs Branchen"
LU2056738144,LYX00R,"MUL-LYX.MSCI EM CL.CH.DLA",ETFs,"ETFs Branchen"
LU2056738490,LYX05G,"MUL-L.M.E.C.C.E EOA",ETFs,"ETFs Europa Gesamt"
LU2056739464,LYX05F,"MUL-L.M.W.C.C.E DLA",ETFs,"ETFs Welt"
LU2059756325,A2PTYW,"AM.MSCI EMU ESG L.S.ETFEO",ETFs,"ETFs Europa Gesamt"
LU2059756598,A2PTYY,"AIS-AM.MSCI EUR.SRI DREOD",ETFs,"ETFs Europa Gesamt"
LU2059756754,A2PTYZ,"AIS-A.M.EM.SRI ETF DRDLD",ETFs,"ETFs Emerging Markets"
LU2069380306,A2PU65,"OSS.L.E.G.B.3-5Y C.R.UE1C",ETFs,"ETFs Sonstige Bonds"
LU2082995734,LYX039,"LIF-600 MEDIA EOD",ETFs,"ETFs Europa Gesamt"
LU2082995908,LYX04B,"LIF-600 AUTOM. EOD",ETFs,"ETFs Branchen"
LU2082996112,LYX04C,"LIF-600 BANKS EOD",ETFs,"ETFs Branchen"
LU2082996385,LYX04D,"LIF-600 BAS.RE. EOD",ETFs,"ETFs Basic Resources"
LU2082996542,LYX04E,"LIF-600 CHEMIC. EOD",ETFs,"ETFs Europa Gesamt"
LU2082996898,LYX04F,"LIF-600 CO.+MA. EOD",ETFs,"ETFs Branchen"
LU2082997193,LYX04G,"LIF-600 FI.SER. EOD",ETFs,"ETFs Branchen"
LU2082997359,LYX04H,"LIF-600 F.+BEV. EOD",ETFs,"ETFs Branchen"
LU2082997516,LYX04J,"LIF-600 HEALTH. EOD",ETFs,"ETFs Branchen"
LU2082997789,LYX04K,"LIF-600 IN.G.+S EOD",ETFs,"ETFs Branchen"
LU2082997946,LYX04L,"LIF-600 INSURA. EOD",ETFs,"ETFs Branchen"
LU2082998167,LYX04M,"LIF-600 OIL+G. EOD",ETFs,"ETFs Basic Resources"
LU2082998324,LYX04N,"LIF-600 PER.+H. EOD",ETFs,"ETFs Branchen"
LU2082998670,LYX04P,"LIF-600 RETAIL EOD",ETFs,"ETFs Branchen"
LU2082998837,LYX04Q,"LIF-600 TECHN. EOD",ETFs,"ETFs Branchen"
LU2082999058,LYX04R,"LIF-600 TELEC. EOD",ETFs,"ETFs Europa Gesamt"
LU2082999132,LYX04S,"LIF-600 TR.+LEI EOD",ETFs,"ETFs Branchen"
LU2082999215,LYX04T,"LIF-600 UTILIT. EOD",ETFs,"ETFs Europa Gesamt"
LU2082999306,LYX047,"LIF-SM.OV.RE EOD",ETFs,"ETFs Europa Bonds"
LU2089238039,A2PWMH,"AMUNDI I.S.-A.PR.EUR.DREA",ETFs,"ETFs Europa Gesamt"
LU2089238112,A2PWMJ,"AMUNDI I.S.-A.PR.EUR.DREA",ETFs,"ETFs Europa Gesamt"
LU2089238203,A2PWMK,"AMUNDI I.S.-A.PRI.GL.DRDA",ETFs,"ETFs Welt"
LU2089238385,A2PWML,"AMUNDI I.S.-A.PR.JAP.DRYA",ETFs,"ETFs Asien"
LU2089238468,A2PWMM,"AMUND.I.S.-A.PR.USA DLACC",ETFs,"ETFs Nordamerika"
LU2089238625,A2PWMN,"AM.I.S.-A.P.EO CO.UEDREOA",ETFs,"ETFs Europa Bonds"
LU2089238898,A2PWMP,AMUN.I.S.-A.P.E.G.UEDREOA,ETFs,"ETFs Europa Bonds"
LU2089238971,A2PWMQ,"AMUNDI I.S.-A.PR.G.G.DREA",ETFs,"ETFs Sonstige Bonds"
LU2089239193,A2PWMR,"AMUNDI I.S.-A.P.US T.DRDA",ETFs,"ETFs Sonstige Bonds"
LU2089239276,A2PWMS,"AMUNDI IS-A.P.US C.DL ACC",ETFs,"ETFs Sonstige Bonds"
LU2090062352,LYX038,"MUL-LYXOR FFDLC DLD",ETFs,"ETFs Sonstige Bonds"
LU2090062436,LYX04A,"MUL-LYX.DAX DR EOD",ETFs,"ETFs DAX"
LU2090062600,LYX04V,"MUL-LYX.D.L.DAX EOD",ETFs,"ETFs DAX"
LU2090062782,LYX04Y,"MUL-LX.EO GOV.BD15+Y EOD",ETFs,"ETFs Europa Bonds"
LU2090062865,LYX040,"MUL-LX.EO GOV.BD5-7Y EOD",ETFs,"ETFs Europa Bonds"
LU2090062949,LYX041,"MUL-LX.EO GOV.BD7-10Y EOD",ETFs,"ETFs Europa Bonds"
LU2090063160,LYX043,"MUL-L.EA.E.E.R. EOD",ETFs,"ETFs Europa Gesamt"
LU2090063327,LYX045,"MUL-L.M.TAIWAN EOD",ETFs,"ETFs Asien"
LU2090063673,LYX05A,"MUL-LYX.COR.MSC YND",ETFs,"ETFs Asien"
LU2095995895,A2PYAK,"UBS-JPMCG1-10YB ADLA",ETFs,"ETFs DAX"
LU2098887263,A2PX7C,"AIS-AM.S+P500UETF EOCDRH",ETFs,"ETFs Nordamerika"
LU2099288503,LYX01J,"MUL-L.C.G.GOV.BD EFT DLD",ETFs,"ETFs Sonstige Bonds"
LU2099289147,LYX01H,"MUL-L.C.G.GOV.BD EFT MHED",ETFs,"ETFs Sonstige Bonds"
LU2099295466,LYX0ZV,"LYX-GHYSE.ETF DLA",ETFs,"ETFs Sonstige Bonds"
LU2099296274,LYX0ZW,"LYX-GHYSE.ETF EOA",ETFs,"ETFs Sonstige Bonds"
LU2099991536,A2PYA0,"UBS-BBMGL CO.SU ADLA",ETFs,"ETFs Sonstige Bonds"
LU2099992260,A2PYA5,"UBS-BBMGL CO.SU A HDGEOA",ETFs,"ETFs Sonstige Bonds"
LU2109786587,A2PZC3,"AIS-A.MSCI WESGUS UETFDRC",ETFs,"ETFs Welt"
LU2109786660,A2PZC4,"AIS-A.MSCIUSAESGUS ETFDRC",ETFs,"ETFs Nordamerika"
LU2109786744,A2PZC6,"AIS-A.MSCI EUESGUS ETFDRC",ETFs,"ETFs Europa Gesamt"
LU2109786827,A2PZC7,"AIS-A.MSCI EMESGUS ETFDRC",ETFs,"ETFs Europa Gesamt"
LU2109787049,A2PZC5,"AIS-A.MSCI WESGUS UETFDRC",ETFs,"ETFs Emerging Markets"
LU2109787122,A2PZC8,"AIS-A.MSCI WESGUS UETFDRC",ETFs,"ETFs Welt"
LU2109787395,A2PZC9,"AIS-A.MSCI UESGLS UETFDRC",ETFs,"ETFs Welt"
LU2109787478,A2PZDA,"AIS-A.MSCI EESGLS UETFDRC",ETFs,"ETFs Europa Gesamt"
LU2109787551,A2PZDB,"AIS-A.MSCI EESGLS UETFDRC",ETFs,"ETFs Emerging Markets"
LU2109787635,A2PZDC,"AIS-AMUNDIMEMUSRI UETFDRC",ETFs,"ETFs Emerging Markets"
LU2130768844,A2P6NH,"AIS-INEQEULC ETFEOA",ETFs,"ETFs Europa Gesamt"
LU2133056387,LYX03F,"MUL-LYX.CO.MSCI JAP. EOHD",ETFs,"ETFs Asien"
LU2153616326,A2P22T,"AMUNDI MUSESGLS ETFDR HEO",ETFs,"ETFs Welt"
LU2178481649,A2P4XG,"XII-EECBS.D.ETF 1CEOA",ETFs,"ETFs Sonstige Bonds"
LU2182388152,A2P6TK,"AIS-P.UK M.S.C. ETF DRLSD",ETFs,"ETFs Länder Europa"
LU2182388236,A2P6TL,"AIS-IDX EO A.S. ETF DREOA",ETFs,"ETFs Sonstige Bonds"
LU2182388319,A2P6TM,"AIS-E.C.P.A.P. ETF DREOA",ETFs,"ETFs Europa Gesamt"
LU2182388400,A2P6TP,"AIS-M.W.C.P.A.P ETF DRDLA",ETFs,"ETFs Welt"
LU2182388582,A2P6TR,"AIS-E.I.C.P.A.P ETF DREOA",ETFs,"ETFs Europa Gesamt"
LU2182388665,A2P6TS,"AIS-P.U.T.B.0-1 ETF DRDLA",ETFs,"ETFs Sonstige Bonds"
LU2182388749,A2P6TT,"AIS-P.U.T.B.0-1 ETF HDGEO",ETFs,"ETFs Sonstige Bonds"
LU2194447293,A2QCJJ,"BNP PAR.E-EGEBE UEEOA",ETFs,"ETFs Branchen"
LU2194449075,A3CPT0,"BNPPE-LC300 WP U.ETFEOA",ETFs,"ETFs Welt"
LU2195226068,LYX05H,"MUL-L.S+PEUPACE EOA",ETFs,"ETFs Europa Gesamt"
LU2196470426,A2P7NT,"XTR.NIKKEI 225 1C YN",ETFs,"ETFs Asien"
LU2197908721,LYX05V,"MUL-LYX.NASDAQ DLA",ETFs,"ETFs Nordamerika"
LU2198882362,LYX05L,"MUL-L.S.G.D.PAC DLA",ETFs,"ETFs Welt"
LU2198883410,LYX05J,"MUL-LS+P500PACE DLA",ETFs,"ETFs Nordamerika"
LU2198884491,LYX05K,"MUL-L.S.E.PAC EOA",ETFs,"ETFs Europa Gesamt"
LU2206597713,A2P93G,"UBSLFS-MSCI EMU S.R. AEOD",ETFs,"ETFs Europa Gesamt"
LU2206597804,A2P93H,"UBSLFS-MSCIESR AEOA",ETFs,"ETFs Europa Gesamt"
LU2206598109,A2P93L,"UBSLFS-MSCIESR AEOA",ETFs,"ETFs Europa Gesamt"
LU2216829809,LYX988,"LIF-M.W.CT.P.E. DLA",ETFs,"ETFs Welt"
LU2233156582,A2QEUJ,"AIS-P.E.G.B.0-1 UC.E.DREO",ETFs,"ETFs Europa Bonds"
LU2233156749,A2QEUK,"AIS-I.M.JAP.SRI UC.E.DRYN",ETFs,"ETFs Asien"
LU2240851688,A2QGW0,"AIS-DAX 50 ESG ETF UHEOA",ETFs,"ETFs DAX"
LU2244386053,A2QMK5,"BNPPE-EO HY SRI FF EOA",ETFs,"ETFs Sonstige Bonds"
LU2244386137,A2QMK3,"BNPPE-EO HY SRI FF EOD",ETFs,"ETFs Sonstige Bonds"
LU2244387457,A2QMK2,"B.-JPMESGEM UCITS ETF EOA",ETFs,"ETFs Europa Bonds"
LU2249056297,A2QGPM,"AIS-AM.MS.W SRI DRHEOA",ETFs,"ETFs Welt"
LU2250132763,A2QJ83,"UBSLFS-SW.I.SO.R. ASFA",ETFs,"ETFs Länder Europa"
LU2263803533,DBX0RG,"XTR.MSCI WLD.SW 1DDLD",ETFs,"ETFs Welt"
LU2265794276,A2QJ9G,"UBSE.SOL.CN TE. ADLA",ETFs,"ETFs Branchen"
LU2265794946,A2QJ9P,"UBSLFS-SOL.CN TE. HEDG.AE",ETFs,"ETFs Branchen"
LU2269164310,A2QKHV,"AIS-I.M.JAP.SRI DRHGEOA",ETFs,"ETFs Asien"
LU2296661775,A2QNNH,"XTRA.MSCIEMA 1DDLD",ETFs,"ETFs Asien"
LU2297533809,A2QN4F,"AIS-A.I.US C. UEDRHEOD",ETFs,"ETFs Sonstige Bonds"
LU2300294316,A2QP8C,"AIS-AMEOC0-1YE EOA",ETFs,"ETFs Europa Bonds"
LU2300294746,A2QQC6,"AIS-MSCIJPESGUS DRYNA",ETFs,"ETFs Asien"
LU2329745918,LYX00S,"MU-LYXOR CEO GB EOD",ETFs,"ETFs Europa Bonds"
NL0009690221,A1J01T,"VANECK VE.GL EQUAL WEIGHT",ETFs,"ETFs Welt"
NL0009690239,A1T6SY,"VANECK VE.GL REAL ESTATE",ETFs,"ETFs Welt"
NL0009690247,A1T84M,"VANECK VE.IBO.EO CORPOR.",ETFs,"ETFs Europa Bonds"
NL0009690254,A1J7LH,"VANECK VE.IB.EO S.D.1-10",ETFs,"ETFs Europa Bonds"
NL0010273801,A1T84N,"VAN.V.I.EO S.C.AAA-AA 1-5",ETFs,"ETFs Europa Bonds"
NL0010408704,A12HWR,"VANECK VE.SUS.WLD EQ.WE.",ETFs,"ETFs Welt"
NL0010731816,A14PPP,"VANECK VE.EUROP.EQU.WEIG.",ETFs,"ETFs Europa Gesamt"
NL0011376074,A2JAHD,"VANECK VE.MO.NO.AM.EQ.WE.",ETFs,"ETFs Nordamerika"
NL0011683594,A2JAHJ,"VANECK VE.MO.DE.MA.DI.LE.",ETFs,"ETFs Welt"
SE0007126024,A18KCN,"XBT PROVIDER AB O.E.",ETFs,"Other ETFs"
SE0007525332,A2CBL5,"XBT PROVIDER AB O.E.",ETFs,"Other ETFs"
SE0010296574,A2HD38,"XBT PROVIDER AB O.E.",ETFs,"Other ETFs"
SE0010296582,A2HDZ2,"XBT PROVIDER AB O.E.",ETFs,"Other ETFs"
US00214Q1040,A14Y8H,"ARK ETF TR.-INNOVAT.ETF",ETFs,"ETFs Branchen"
US00214Q2030,A14RW2,"ARK ETF TR.-AUT.TEC.+ROB.",ETFs,"ETFs Branchen"
US00214Q3020,A14Y8G,"ARK GENOMIC REVOLUT. ETF",ETFs,"Other ETFs"
US00214Q4010,A14Y8J,"ARK NEXT GEN. INTERN. ETF",ETFs,"ETFs Branchen"
US00214Q6098,A2JCKR,"ARK ETF TR.-ISR.INN TECH.",ETFs,"ETFs Länder Sonstige"
US00214Q7088,A2PEAN,"ARK ETF TR.-FIN.INN ETF",ETFs,"ETFs Branchen"
US0321081020,A2DUT1,"AMP.ETF TR-AM.ONL.RET.ETF",ETFs,"ETFs Branchen"
US0321086078,A2JB5E,"AMP.ETF TR-AM.TR.DA.S.ETF",ETFs,"ETFs Basic Resources"
US26924G2012,A2AMMT,"ETFM.-ETFMG PR.CY.SE.ETF",ETFs,"ETFs Branchen"
US26924G4091,A2AMMR,"ETFM-ETFMG P.M.P.ETF IDL",ETFs,"ETFs Branchen"
US26924G5080,A2DGUJ,"ETFMG ALTERN.HARVEST ETF",ETFs,"ETFs Basic Resources"
US26924G7060,A2ANZG,"ETFM.-ETFMG VI.GA.TE.ETF",ETFs,"ETFs Branchen"
US26924G8050,A2ANW2,"ETFM.-ETFMG DR.EC.ST.ETF",ETFs,"ETFs Branchen"
US33734X8469,A14Y9A,"FIRST TR.ETF II-NASD.CYB.",ETFs,"ETFs Branchen"
US37954Y8553,A143H3,"GBLX LITH.+BAT.TE.ETF NEW",ETFs,"ETFs Basic Resources"
US37954Y8710,A143H1,"GLOBAL X URANIUM DL0.001",ETFs,"ETFs Basic Resources"
US4642887602,A0MMQY,"ISHS TR.-US AERO.+DEF.ETF",ETFs,"ETFs DAX"
US46435G3341,A2AUC2,"ISHS T.-MSCI UTD K. ETF",ETFs,"ETFs Länder Europa"
US7599372049,A1W655,"RENAISSANCE CAP.G.-IPO",ETFs,"Other ETFs"
US8296582021,A2QJ0X,"SIRN ND.NXG.EC. DLD",ETFs,"ETFs Basic Resources"
US92189F1066,A2AHFU,"VANECK VECTORS-GLD MINERS",ETFs,"ETFs Basic Resources"
US92189F6016,A2AHH8,"VANECK VEC.-UR.+NUCL.EN.",ETFs,"ETFs Basic Resources"
XS2115336336,A279KU,"HANETF ETC O.END ZT XAU",ETFs,"ETFs Rohstoffe ETCs"
XS2183935274,A28QBG,"INVESC.PHYS.MKT.ETC00 XAU",ETFs,"ETFs DAX"
XS2265368097,A3GNPX,"NOTES 80 GOLD ETC",ETFs,"ETFs DAX"
XS2265369574,A3GNP0,"NOTES 80 SILBER ETC",ETFs,"ETFs DAX"
XS2265369731,A3GNPZ,"NOTES 80 PLATIN ETC",ETFs,"ETFs DAX"
XS2265370234,A3GNPY,"NOTES 80 PALLADIUM ETC",ETFs,"ETFs DAX"
